,Region,Categoria,Marca,Segmento,Quincena,MES,AÑO,VSIGV
2620,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2,2020,140368.9207
2621,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,4,2019,5516784.813
2622,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2018,265662.0032
2623,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,9,2018,35771.7168
2624,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,3,2020,768524.9591
2625,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,8,2020,96788.8667
2626,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2021,6789821.1131
2627,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,12,2020,3189107.2549
2628,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2020,664393.4303
2629,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2018,2727171.8226
2630,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2018,291405.9003
2631,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,9,2018,37934.0707
2632,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,7,2019,310858.6513
2633,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2019,75429.2715
2634,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2,2018,135969.7824
2635,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,11,2018,180369.749
2636,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2021,1900710.3069
2637,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,3,2019,6610707.551
2638,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,9,2019,137025.4595
2639,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,9,2018,150643.9602
2640,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2020,107513.3076
2641,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2018,43306.7667
2642,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,8,2020,469900.9074
2643,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2018,2510791.6654
2644,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2018,27932.5737
2645,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,8,2020,132016.9962
2646,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2020,122781.3807
2647,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2018,7615604.0806
2648,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,12,2019,376909.5612
2649,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2019,70273.2708
2650,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2020,211422.3042
2651,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,5,2019,267235.6701
2652,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,8,2018,287380.3699
2653,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,8,2020,92.44
2654,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2019,98986.6518
2655,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,5,2020,176673.5663
2656,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,11,2019,48904.8848
2657,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2020,146787.4527
2658,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,9,2018,1935436.6451
2659,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2019,361355.6491
2660,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2019,494214.6313
2661,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2020,517383.8607
2662,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,6,2019,1562729.6487
2663,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,10,2018,1892574.3504
2664,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,6,2020,579982.1602
2665,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2019,301080.3418
2666,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2019,65576.2426
2667,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2021,232250.2346
2668,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,12,2019,748475.1607
2669,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2021,39604.7337
2670,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,10,2020,386179.486
2671,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,8,2020,1939088.2015
2672,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,8,2018,259623.0299
2673,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2020,593385.1272
2674,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,9,2020,158272.2742
2675,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,3,2020,5537487.7347
2676,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,1,2021,3131.2017
2677,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,3,2018,9377.3052
2678,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,6,2019,170036.3948
2679,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,11,2019,311778.0454
2680,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,11,2018,18965.0857
2681,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,9,2020,8493.6594
2682,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,4,2018,70294.5651
2683,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,6,2019,478887.0657
2684,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,3,2021,283582.6552
2685,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,10,2018,4082099.2794
2686,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,8,2020,345225.0577
2687,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,7,2020,145657.0532
2688,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,11,2019,146709.0071
2689,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2,2020,9057050.5573
2690,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,5,2018,13856.8494
2691,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2019,341283.3887
2692,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2019,296606.8292
2693,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2021,317405.5513
2694,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2020,163896.026
2695,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,8,2018,19899.4015
2696,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,9,2019,96954.6095
2697,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,7,2019,20912.9388
2698,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2020,8232149.2463
2699,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,1,2019,17236.9697
2700,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,11,2020,399.7382
2701,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,3,2018,206701.1569
2702,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,4,2021,34193.0036
2703,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,7,2020,369187.7375
2704,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,6,2019,3098467.8404
2705,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2,2020,2433061.8987
2706,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,5,2020,14578684.0119
2707,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2020,172197.5171
2708,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2020,106911.1384
2709,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,9,2019,13335035.8029
2710,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,12,2020,771690.3254
2711,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,7,2019,14890477.8651
2712,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2,2020,663803.7601
2713,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2019,377206.7031
2714,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2018,241283.3004
2715,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,6,2018,411857.5173
2716,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,7,2020,63004.4449
2717,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,12,2018,71642.7185
2718,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,9,2019,46425.9178
2719,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,1,2019,380167.7477
2720,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,6,2020,133515.6415
2721,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,11,2020,9024.5992
2722,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2018,302132.8291
2723,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,3,2019,772465.15
2724,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2,2019,6710141.2919
2725,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,8,2018,134481.1686
2726,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,1,2021,237351.207
2727,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2020,864245.5084
2728,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,3,2020,1052139.603
2729,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,2,2019,711055.556
2730,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,10,2020,132788.5255
2731,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2019,5496009.6046
2732,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2018,370709.5051
2733,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,4,2018,3317946.0216
2734,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2,2018,379791.9706
2735,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,10,2020,144860.6527
2736,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,7,2019,1023470.9254
2737,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2020,615691.3276
2738,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2021,1020411.2893
2739,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,9,2020,2322364.6314
2740,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,6,2018,4179353.9308
2741,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,4,2019,339426.5151
2742,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,6,2018,24744.454
2743,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2019,41245.4
2744,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,12,2020,1073360.0747
2745,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,10,2019,353376.6755
2746,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,12,2019,596816.8443
2747,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2019,347459.6612
2748,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,12,2018,46639.9257
2749,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2018,80132.3018
2750,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2019,144909.4178
2751,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,11,2020,115738.7961
2752,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,12,2019,21650.1429
2753,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,6,2018,101020.1512
2754,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2019,15963021.161
2755,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,10,2020,534014.2877
2756,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2020,610737.3346
2757,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,10,2019,134822.9823
2758,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,7,2018,28832.7036
2759,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,5,2020,117993.3838
2760,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2019,74753.8802
2761,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,10,2020,216998.4139
2762,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,9,2019,310644.6509
2763,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,11,2018,393093.8884
2764,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2019,80832.6494
2765,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,11,2020,1415447.7578
2766,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2020,381413.5151
2767,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2,2020,7929867.7817
2768,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2018,31124.5613
2769,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,8,2019,61489.7616
2770,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,7,2019,353666.0148
2771,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,6,2018,885055.9888
2772,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,7,2019,532375.7791
2773,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,1,2019,3560459.8051
2774,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,4,2020,4596464.5538
2775,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,4,2018,80528.1774
2776,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,3,2020,11775941.7459
2777,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,1,2020,3244783.4886
2778,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,10,2020,235119.2242
2779,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,9,2019,954949.9405
2780,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2,2018,8574.7521
2781,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,1,2018,93921.4999
2782,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,9,2018,230301.1407
2783,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,5,2018,2965620.5759
2784,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,3,2018,6438366.6335
2785,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,5,2019,2826550.6956
2786,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,1,2020,1435590.1347
2787,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,3,2020,604131.4724
2788,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,3,2020,1112513.4034
2789,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,5,2018,30674.4173
2790,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,4,2021,26583.969
2791,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,9,2020,13521223.4031
2792,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,7,2020,3222116.8176
2793,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,12,2020,216304.3426
2794,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,8,2019,3417376.0332
2795,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,5,2018,3033547.9823
2796,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,9,2020,1650043.6334
2797,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2018,198191.4608
2798,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2018,25607.3944
2799,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,7,2019,1426929.6443
2800,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,5,2018,2321726.4164
2801,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,7,2018,15504.1361
2802,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,4,2018,226108.7298
2803,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,12,2020,3568.006
2804,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,5,2018,320195.9052
2805,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,9,2020,4202462.0206
2806,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2019,130004.0649
2807,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,7,2020,15675535.8608
2808,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,1,2018,39538.0147
2809,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,1,2019,3730553.0214
2810,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,9,2020,909108.5682
2811,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,8,2018,7627561.6086
2812,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,2,8,2020,2436.9113
2813,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,7,2019,12523002.0823
2814,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2020,209067.7925
2815,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,4,2019,7457917.2199
2816,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,3,2021,7948600.0513
2817,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2021,1567340.7494
2818,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,6,2018,51244.3165
2819,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2,2021,3946725.2913
2820,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,1,6,2020,811.5411
2821,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,1,2021,990848.5473
2822,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2020,645198.0102
2823,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,4,2021,32553.8636
2824,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,1,2020,3602381.2467
2825,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,10,2020,294499.3903
2826,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,12,2019,7942.8784
2827,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,10,2018,16402610.2627
2828,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,3,2020,586424.1132
2829,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,8,2018,2381190.0914
2830,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,9,2018,2382980.7485
2831,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2020,1249294.6584
2832,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,3,2019,934411.8092
2833,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,3,2021,34327.9955
2834,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2018,253251.0444
2835,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,5,2020,71050.3208
2836,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,7,2020,460560.3632
2837,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,8,2018,282357.3922
2838,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,11,2020,6381.8013
2839,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,12,2019,3228213.4201
2840,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,9,2018,3471704.0034
2841,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,5,2019,4087485.2275
2842,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,1,2020,6106409.9398
2843,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,4,2020,11760089.332
2844,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2020,123173.0532
2845,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,4,2021,872107.9529
2846,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,9,2019,299821.072
2847,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,4,2019,927760.6807
2848,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,11,2019,8894362.7789
2849,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,6,2019,11884862.8093
2850,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,8,2019,18019086.3475
2851,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,8,2020,4623805.265
2852,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,1,2020,24433.8805
2853,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,5,2019,405318.8456
2854,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,12,2019,3549405.8462
2855,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,3,2019,220192.8057
2856,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,11,2019,346202.8963
2857,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,3,2019,296579.8603
2858,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,5,2019,15962.9572
2859,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,7,2018,222460.8912
2860,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,7,2018,13914.2394
2861,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,10,2018,17222884.5144
2862,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2,2020,9924908.7726
2863,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,9,2018,371181.5002
2864,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,9,2018,340238.9481
2865,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,12,2018,13858451.4764
2866,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,1,2020,387387.1588
2867,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,9,2018,28293.6654
2868,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,12,2019,6107432.9889
2869,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,7,2018,260441.6477
2870,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,6,2018,1050347.6343
2871,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,8,2019,380747.7836
2872,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2021,1013557.6162
2873,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2,2021,842702.3864
2874,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,6,2019,349701.1066
2875,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2020,16729464.6905
2876,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,10,2019,1078819.0029
2877,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,8,2020,141272.0294
2878,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,6,2019,279581.7418
2879,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,1,2021,5580.4643
2880,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2018,37937.5439
2881,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,6,2020,924752.3571
2882,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,10,2018,182258.9441
2883,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,2,2019,2489240.1584
2884,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,10,2020,1246074.7513
2885,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,8,2020,1101106.3382
2886,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,1,2019,2263103.3558
2887,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2020,130647.48
2888,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2018,52289.2225
2889,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2017,485.75
2890,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,10,2019,75498.6724
2891,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,4,2020,731366.6451
2892,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,11,2020,249316.8967
2893,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,11,2020,143997.0315
