,Region,Categoria,Marca,Segmento,WEEK,YEAR,VSIGV
3888,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2021,1485157.9223
3889,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,32,2019,5467.4045
3890,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,10,2018,3398.9107
3891,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2018,9318.8205
3892,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2018,4977.2452
3893,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,2018,4963.4914
3894,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2020,81276.2707
3895,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,36,2020,183973.4725
3896,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2020,293158.9267
3897,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2018,74466.9378
3898,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,36,2020,68890.5008
3899,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,20,2018,66137.1969
3900,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,23,2019,1491861.3632
3901,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,27,2019,7287.4382
3902,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,22,2018,399768.3396
3903,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,52,2020,1078024.4775
3904,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2020,691552.2385
3905,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,26,2019,58861.6177
3906,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,48,2018,6782035.9551
3907,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,36,2019,9641.2815
3908,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2021,2275689.3271
3909,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,33,2020,58823.2778
3910,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,22,2019,168450.9315
3911,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,22,2020,49068.4933
3912,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,41,2020,245371.5354
3913,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2020,82738.6331
3914,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2018,61842.9834
3915,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,48,2020,5134.9954
3916,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,19,2020,41445.1613
3917,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,23,2019,28866.5367
3918,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,32,2018,41200.6645
3919,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,29,2019,41198.4133
3920,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,14,2020,4284948.8788
3921,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,31,2020,1384363.0621
3922,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,26,2018,77057.1065
3923,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,2021,-2715.8852
3924,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,46,2018,3719093.8597
3925,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,19,2020,706543.725
3926,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2018,450521.3921
3927,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2020,2001002.4386
3928,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,31,2018,3277.4656
3929,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,32,2020,150554.6503
3930,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2021,3269302.8112
3931,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,18,2019,4332644.4861
3932,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,26,2018,3507264.1528
3933,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,28,2019,150597.6609
3934,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2018,73867.0419
3935,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,34,2018,53436.7882
3936,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,14,2020,357711.6844
3937,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,43,2020,181237.8643
3938,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,17,2020,46.5
3939,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,10,2020,6281.2531
3940,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,19,2018,165544.8295
3941,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,36,2018,2646309.742
3942,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,37,2020,1800925.5334
3943,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,16,2018,1161400.5006
3944,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,13,2018,1091841.7581
3945,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2018,31541.625
3946,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,44,2020,70054.2229
3947,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2020,12540.3241
3948,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,49,2019,179722.3463
3949,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,31,2020,245582.0626
3950,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,36,2020,565261.265
3951,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,36,2019,4010.9955
3952,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,20,2020,1149051.2606
3953,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,37,2020,1259489.9248
3954,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,3,2019,143868.4987
3955,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2018,149624.3551
3956,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,32,2019,6696695.3195
3957,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2021,149038.6916
3958,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2021,4116282.1149
3959,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,32,2020,430033.8559
3960,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,19,2020,48856.0621
3961,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2020,158495.3699
3962,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,30,2018,2507392.9724
3963,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2019,13734.6744
3964,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,2019,9152.2503
3965,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,28,2018,270949.9447
3966,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,32,2019,11420.2007
3967,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,34,2019,6118.4859
3968,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,33,2018,1256014.416
3969,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2019,7086506.149
3970,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,32,2018,297417.1116
3971,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,51,2019,46660.6864
3972,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,23,2020,47845.2605
3973,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2019,2614300.3012
3974,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,5,2018,14970.3474
3975,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2019,6669633.8961
3976,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2020,101320.4026
3977,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,8,2019,117413.7443
3978,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,45,2018,1190780.6732
3979,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,26,2020,79149.7153
3980,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2020,4397628.0929
3981,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,52,2020,918.8185
3982,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,47,2020,593947.3942
3983,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,40,2018,2748.2067
3984,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,40,2020,5968499.37
3985,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,40,2020,719896.8227
3986,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,17,2020,2565324.3495
3987,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,39,2018,204457.3119
3988,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,10,2021,6945.6589
3989,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,27,2019,39520.3768
3990,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,51,2019,498497.1686
3991,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,42,2020,4384833.3671
3992,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,29,2019,1262393.6773
3993,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,36,2018,12416.5515
3994,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,36,2020,1035989.9669
3995,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,40,2019,414778.973
3996,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,23,2019,139614.5891
3997,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,14,2019,7896.375
3998,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,13,2021,1548.5954
3999,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,5,2021,49574.302
4000,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,27,2018,85890.4114
4001,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2019,7689.8709
4002,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,46,2019,6970413.7876
4003,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,28,2020,9411.3068
4004,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,21,2018,89631.3093
4005,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,36,2018,1047778.7092
4006,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,43,2019,47034.5599
4007,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,24,2019,3208485.6294
4008,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,22,2019,23118.613
4009,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,50,2019,144830.6876
4010,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,20,2018,3571121.791
4011,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,45,2018,981789.0147
4012,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2020,462241.8104
4013,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2021,653420.192
4014,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,22,2020,933.7884
4015,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,27,2019,206803.9986
4016,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,25,2019,3096463.7458
4017,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,8,2020,1529843.8164
4018,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2021,639550.8745
4019,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,49,2018,105537.9692
4020,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2021,105756.8089
4021,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,48,2020,113102.143
4022,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,10,2021,544719.6994
4023,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,38,2019,31978.1742
4024,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,33,2020,161.76
4025,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2020,6863699.9774
4026,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,47,2018,100927.6982
4027,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,41,2018,96120.1037
4028,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,19,2018,5074280.7863
4029,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,14,2018,92960.7521
4030,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2018,13158.6347
4031,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,6,2020,216934.6105
4032,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,12,2019,1419174.0726
4033,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2019,123664.1958
4034,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,28,2018,196735.3692
4035,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,29,2018,1601680.2426
4036,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,23,2020,3322.0446
4037,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,26,2020,230.2547
4038,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,10,2018,424559.8106
4039,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2021,83856.2169
4040,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,45,2019,143820.152
4041,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,48,2020,56992.6217
4042,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,53,2020,244035.9713
4043,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,18,2018,14696.169
4044,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,24,2020,2203463.4245
4045,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,51,2019,4807.4603
4046,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,48,2018,825523.1918
4047,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,30,2019,94277.9592
4048,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,42,2018,106152.213
4049,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,2020,1135036.9493
4050,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,46,2020,25784.1072
4051,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2019,36419.658
4052,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,28,2019,828504.0684
4053,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,25,2019,1424380.2364
4054,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,23,2020,5406167.092
4055,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,53,2020,553135.7036
4056,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,4,2018,483750.2618
4057,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,6,2019,945972.6257
4058,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,16,2019,1241243.9333
4059,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,50,2019,8951.1204
4060,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2019,262263.9601
4061,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,39,2019,5682.0891
4062,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,52,2019,59395.866
4063,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,52,2019,21640.489
4064,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2019,856046.3149
4065,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,53,2018,305.1388
4066,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,41,2020,278362.4547
4067,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,35,2020,44170.7841
4068,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,16,2018,73025.851
4069,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,21,2020,262422.2658
4070,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,20,2018,774646.3001
4071,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,48,2018,188445.1931
4072,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,43,2018,10092.7995
4073,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,50,2019,116789.1897
4074,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,31,2018,123735.0821
4075,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,16,2020,93707.8499
4076,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,21,2020,2424344.0875
4077,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,17,2020,55851.5563
4078,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,38,2020,645607.6283
4079,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,13,2021,83940.1714
4080,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,5,2021,-625.1072
4081,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,21,2018,5427.6988
4082,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,27,2018,18609.2553
4083,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,17,2019,246725.9853
4084,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,44,2020,42401.4184
4085,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,35,2018,298115.8022
4086,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,43,2020,671878.2401
4087,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,33,2020,5229992.5374
4088,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,39,2020,511580.2488
4089,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2018,13455.0006
4090,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,9,2020,884391.8994
4091,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,26,2019,163146.8555
4092,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2021,2611.9265
4093,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2018,14043.939
4094,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,31,2019,388458.4597
4095,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,14,2019,107666.2831
4096,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,28,2020,1461822.7691
4097,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,20,2018,12808.9557
4098,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,17,2019,10821.6591
4099,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,17,2020,155695.2493
4100,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,13,2021,48694.769
4101,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,10,2021,251995.2475
4102,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2019,44409.9734
4103,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,24,2018,76904.7192
4104,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2019,13460.2254
4105,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,15,2019,416771.676
4106,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,53,2020,160765.3129
4107,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,48,2019,192688.3852
4108,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2021,87260.3494
4109,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,43,2019,625033.8109
4110,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,53,2018,788.3381
4111,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,7,2018,78248.0207
4112,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,12,2020,7279.4461
4113,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,41,2019,4286288.0501
4114,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,13,2018,151872.2481
4115,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,34,2018,836135.8011
4116,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,27,2018,2906230.8288
4117,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,28,2020,1534388.8878
4118,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2021,3507041.6015
4119,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,34,2020,1606574.7369
4120,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,19,2018,1943910.3128
4121,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,37,2019,6692688.586
4122,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,10,2018,162131.5715
4123,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,53,2020,3063800.3576
4124,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,45,2020,30797.7755
4125,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,22,2020,415839.0805
4126,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,52,2018,71845.6435
4127,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,47,2020,73881.3262
4128,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,51,2019,8853.0157
4129,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,27,2020,334270.5545
4130,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,16,2020,478.8718
4131,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,28,2020,33135.7738
4132,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,6,2019,168570.6472
4133,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2018,2332964.0277
4134,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,40,2020,2741810.4472
4135,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,50,2020,127567.5344
4136,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,20,2019,1566636.1757
4137,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,46,2018,49239.1635
4138,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,16,2019,9874.9189
4139,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2018,32970.6654
4140,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,21,2019,42004.0239
4141,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,19,2020,15354.5577
4142,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,45,2018,4033772.3068
4143,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,19,2018,330256.1861
4144,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,49,2019,4921.4773
4145,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,5,2021,1039675.243
4146,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,44,2020,209695.2087
4147,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,46,2019,14688.7852
4148,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,49,2018,381233.5743
4149,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,47,2019,5078.7127
4150,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,49,2020,974868.4332
4151,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,33,2018,149828.626
4152,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,16,2018,11546.3104
4153,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,21,2020,58464.6462
4154,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2020,36561.3239
4155,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,44,2018,2397572.2305
4156,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,33,2020,59203.4464
4157,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,33,2019,952827.3562
4158,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2021,182259.9647
4159,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,24,2018,990373.5653
4160,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,43,2018,5599753.1115
4161,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,10,2019,1142477.082
4162,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2021,156481.119
4163,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,47,2020,98025.714
4164,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2019,455402.3582
4165,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,31,2018,136247.0234
4166,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,30,2020,136353.871
4167,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,40,2019,4271482.7823
