,Region,Categoria,Marca,Segmento,MONTH,YEAR,VSIGV
1750,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2019,911889.0276
1751,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,2019,38490.633
1752,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,2018,481828.4678
1753,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2020,291926.6958
1754,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2020,7832095.9823
1755,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2021,3330.4559
1756,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,2020,6800681.8283
1757,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,2020,725538.0526
1758,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2019,2661401.9716
1759,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,2018,333413.5682
1760,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,2021,48485.5093
1761,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,6,2018,2046066.0428
1762,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,3,2019,769432.6573
1763,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2018,16949775.6356
1764,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,3,2020,6129267.1972
1765,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,2019,4495718.55
1766,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2021,8464928.4558
1767,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,9,2019,1364656.8442
1768,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2018,3274298.3192
1769,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2018,135901.4491
1770,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2019,28348701.4989
1771,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,7,2019,6909888.0465
1772,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2018,159062.2136
1773,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2020,261840.3154
1774,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2021,14598.7609
1775,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2020,23458437.1698
1776,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,2018,385559.1999
1777,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,6,2020,1424685.7099
1778,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,2021,1320781.5884
1779,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,2020,684815.98
1780,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,5,2019,101028.1335
1781,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2019,1159239.1764
1782,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2019,237459.8449
1783,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,10,2018,487948.6571
1784,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,2019,3587267.1598
1785,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2020,1807091.9962
1786,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2020,25793.442
1787,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2020,1148180.5731
1788,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,9,2018,10003.8137
1789,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2018,471440.4885
1790,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,11,2018,628576.0422
1791,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2018,424629.6097
1792,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2019,700317.8379
1793,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2021,340254.3897
1794,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2020,2483246.9818
1795,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,6,2018,1939491.2536
1796,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,1068673.4008
1797,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2019,36939.5123
1798,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2021,777981.4512
1799,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2018,133427.2371
1800,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,10,2020,352340.1932
1801,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,11,2020,95111.8558
1802,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2020,235111.9161
1803,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2018,806260.5576
1804,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,6,2018,38892.5427
1805,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2020,293022.5517
1806,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2021,533924.041
1807,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,3,2019,539699.4938
1808,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2017,5404.4
1809,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2020,19390672.4566
1810,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2018,153878.5319
1811,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,7,2019,553172.496
1812,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,3,2020,1297829.8464
1813,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,3,2021,3196793.5558
1814,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2019,137422.6169
1815,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2020,456949.6552
1816,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2019,176446.9383
1817,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,7,2018,454369.0884
1818,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2020,31367.3235
1819,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2020,890971.4803
1820,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,10,2020,87734.9396
1821,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,7,2020,1374575.1784
1822,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2020,412494.268
1823,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2018,889274.9632
1824,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2020,1174368.0278
1825,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,9,2018,361780.8823
1826,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2018,49182.698
1827,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2018,355560.2703
1828,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,10,2019,940854.0883
1829,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,8,2018,252182.1177
1830,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2019,1002829.7297
1831,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,3,2018,1570344.0999
1832,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,9,2019,4337371.9366
1833,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2021,20224673.682
1834,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2021,3593270.8297
1835,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,7,2019,827131.6102
1836,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,7,2018,1805623.5018
1837,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2018,2133149.1355
1838,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2020,3036216.0165
1839,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,5,2020,1384307.85
1840,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,3,2019,6464365.7637
1841,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,9,2020,292476.8672
1842,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,2020,1368935.7055
1843,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2020,2291385.4987
1844,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2019,1985798.3943
1845,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,5,2018,406035.1702
1846,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2018,81163.1537
1847,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2018,74145.7072
1848,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2020,2171975.9132
1849,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,3,2021,4283.9414
1850,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2019,354241.4486
1851,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2018,151695.1131
1852,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,8,2020,14409494.4577
1853,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,6,2020,1663927.7139
1854,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,12,2019,7206767.9549
1855,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2019,672046.5187
1856,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2021,2171413.0741
1857,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,4,2021,640332.3334
1858,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,10,2018,3999543.7231
1859,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,4,2018,1965998.4691
1860,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,6,2019,3361341.5045
1861,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2019,885489.3804
1862,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2019,6100799.006
1863,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2020,2796354.65
1864,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2020,30035218.9123
1865,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,2020,4067922.5383
1866,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,6,2020,278638.5484
1867,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,2021,257353.9609
1868,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2019,2252833.8844
1869,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,10,2019,704597.1734
1870,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,4,2020,577.6828
1871,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2019,1950438.7132
1872,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2019,1411531.5037
1873,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2021,111161.3361
1874,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2020,2047241.7972
1875,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2021,1905427.6634
1876,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,12,2019,102431.604
1877,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2020,444213.18
1878,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2019,32746.0044
1879,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2020,1531563.9199
1880,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2018,7618728.5709
1881,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2019,7799417.4263
1882,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2020,9107488.7885
1883,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2020,586095.3875
1884,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2021,38320.1183
1885,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,8,2020,209267.3623
1886,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,12,2019,916270.4127
1887,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,10,2019,7075883.0366
1888,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2018,137269.7296
1889,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2019,1534952.1418
1890,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2017,37552.03
1891,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2019,571949.7354
1892,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,3,2020,127.54
1893,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2019,1004281.5237
1894,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2019,110944.9947
1895,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2020,963640.7149
1896,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2019,499408.5043
1897,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,12,2019,10096.3323
1898,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2018,110852.8664
1899,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,2020,883949.7855
1900,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2018,484543.493
1901,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2018,474169.1641
1902,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2020,26653866.4218
1903,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2021,637650.9868
1904,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2020,252784.5899
1905,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2018,124662.2574
1906,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,6,2018,210449.9459
1907,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,2019,820534.029
1908,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2021,345633.0318
1909,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,9,2019,102079.1626
1910,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2018,52665.9969
1911,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,10,2020,1133314.7526
1912,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,9,2019,212735.6446
1913,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,11,2020,366430.9729
1914,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2020,563257.1064
1915,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,9,2020,6973585.4743
1916,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,7,2018,589702.9662
1917,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,5,2020,663.3
1918,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2018,891176.9153
1919,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,8,2020,80835.0062
1920,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2019,619813.7104
1921,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2019,7840262.4812
1922,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2020,213481.5576
1923,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2019,158940.5662
1924,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2018,245840.3055
1925,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2020,833974.5539
1926,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2019,1569917.4588
1927,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,2021,2062.4528
1928,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2018,504849.2229
1929,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,4,2021,15739.9421
1930,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2018,658013.9
1931,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2020,3906646.5374
1932,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2019,63847.3404
1933,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,3,2021,318237.2591
1934,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2018,1470570.0882
1935,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,1939264.7764
1936,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,3,2020,3425394.6315
1937,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,2018,2138975.6439
1938,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2019,1383113.4628
1939,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2020,17206493.6938
1940,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,12,2020,32834.7684
1941,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,2019,549711.7429
1942,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2020,4609164.2033
1943,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,2021,14773122.1175
1944,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2020,625972.0594
1945,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,2020,379.9585
1946,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2018,420280.8312
1947,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2020,263713.9755
1948,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2019,20300142.8421
1949,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2018,51757.4811
1950,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,4,2020,217363.8197
1951,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2020,3280298.8671
1952,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,5,2018,2116658.8284
1953,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2018,19013.6565
1954,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2018,54137.1818
1955,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2020,3102831.7851
1956,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2018,552896.4774
1957,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2019,263889.7077
1958,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2019,612555.8479
1959,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2020,338749.9863
1960,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2019,4402573.1668
1961,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,7,2020,27536789.1849
1962,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2018,636841.0648
1963,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,12,2019,902337.4042
1964,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2019,29165709.7652
1965,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,3,2020,11178575.3828
1966,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2020,4633313.5627
1967,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2019,3763158.6966
1968,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2021,39604.7337
1969,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2020,369851.3559
1970,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,5,2020,1192112.3169
1971,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2019,10661422.4575
1972,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,8,2020,2585046.5049
1973,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2019,439822.7903
1974,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2019,184351.3237
1975,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2018,82288.2097
1976,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,9,2018,430341.9764
1977,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2020,3039600.2919
1978,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2020,795703.8518
1979,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,4,2018,456487.3973
1980,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,11,2018,85211.883
1981,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2018,15232911.6201
1982,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,9,2019,607934.6516
1983,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2020,243662.6572
1984,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2018,3990693.1311
1985,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2018,11792453.094
1986,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2020,30717055.648
1987,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,3,2019,672235.0924
1988,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,10,2020,1574402.8569
1989,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2020,11757.1673
1990,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,10,2020,15233.5946
1991,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2018,27434.985
1992,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2019,14858.6543
1993,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2018,289561.1349
1994,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,12,2020,1814.3807
1995,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2019,119646.9876
1996,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2018,59161.3183
1997,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2020,211100.6043
1998,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,5,2018,3724584.715
1999,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2019,52693.5533
2000,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2018,408971.5876
2001,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,6,2018,757474.7715
2002,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2018,14135186.527
2003,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,4,2021,182449.8224
2004,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,4,2020,971479.6988
2005,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2019,16360773.3076
2006,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2019,6529773.7261
2007,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2018,6200127.3248
2008,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2017,679627.2
2009,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2020,11130691.7483
2010,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2020,24027535.0465
2011,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2021,14042800.041
2012,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2018,12612333.9816
2013,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,7,2019,5512235.4879
2014,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2018,2150670.5059
2015,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,8,2019,752283.8009
2016,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2018,7618542.2443
2017,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2018,7962987.2193
2018,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,2019,81494.8038
2019,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,3,2019,46851.6229
2020,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,2021,129442.6323
2021,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2020,264053.4101
2022,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,9,2019,342918.3721
2023,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,5,2020,62350.0997
2024,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,11,2019,4238577.4393
2025,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2019,2197630.3594
2026,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2019,14451560.2904
2027,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2019,171538.379
2028,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,6,2018,10202.6917
2029,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2020,1737513.6337
2030,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2018,10303675.2623
2031,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2019,199572.6924
2032,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2019,14703137.0066
2033,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2018,86641.3492
2034,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2020,959730.4707
2035,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2019,773733.8462
2036,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2020,19991654.3811
2037,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2019,751852.0129
